id,perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,sourcing_channel,residence_area_type,premium,renewal
82645,0,16432,312560,0,0,0,98.2,13,B,Urban,3300,1
72901,0.063,12780,235110,0,0,0,98.93,12,B,Rural,18000,0
80404,0.859,14611,148650,0,0,0,99.43,8,B,Urban,5400,1
42394,0.178,20080,375150,0,0,0,99.21,15,D,Urban,18000,1
84668,0.084,20081,296340,0,0,0,99.17,13,B,Rural,13800,1
82605,0.415,17525,150030,0,0,0,99.09,12,B,Urban,7500,1
108318,0.115,20080,236760,0,0,0,99.03,5,A,Urban,15900,1
16504,0.119,17167,79180,0,0,0,99.18,8,A,Urban,1200,1
62966,0.093,25925,144050,0,0,0,99.86,4,A,Urban,9600,1
39684,0.122,14615,423080,0,0,0,99.42,12,A,Urban,20100,1
81278,0.017,16801,115790,0,0,0,98.67,14,B,Urban,3300,1
68671,0.354,22275,535560,0,0,0,99.36,9,C,Rural,47400,1
92073,0.434,11330,130570,0,0,0,99.59,6,A,Urban,9600,1
7897,0.693,17168,150040,0,0,0,95.86,18,C,Urban,9600,1
27698,0.031,24097,240090,0,0,0,99.34,12,B,Urban,9600,1
53368,0.176,19357,167540,1,0,0,98.39,18,D,Urban,9600,0
99864,0.125,20087,165080,1,0,0,99.18,24,A,Urban,13800,1
101066,0.229,14977,212540,0,0,0,98.85,9,A,Urban,9600,1
84957,0.1,12780,135070,0,0,0,99.35,7,A,Urban,13800,1
78606,0.046,24828,325100,0,0,0,99.64,6,A,Rural,15900,1
94202,0.005,28118,60040,0,0,0,99.89,10,A,Urban,5400,1
534,0.107,15706,180040,0,0,0,98.8,20,A,Rural,18000,1
72709,0.011,32495,166920,0,0,0,98.47,12,A,Rural,7500,1
69197,0.903,18991,375150,0,0,0,98.73,8,D,Urban,18000,1
18759,0.014,29209,150070,0,0,0,99.69,13,A,Urban,9600,1
34479,0.005,17895,126080,0,0,0,98.63,19,A,Urban,7500,1
105610,0.055,16795,417580,0,0,0,98.46,12,B,Urban,5400,1
93400,0.372,20087,163980,0,0,0,99.02,19,B,Urban,7500,1
22582,0.136,12786,159030,0,0,0,98.86,9,A,Urban,7500,1
94081,0.003,28110,201060,1,0,0,,8,A,Urban,9600,1
31163,0.131,24462,116310,0,0,0,98.79,11,A,Urban,5400,1
95296,0.143,17895,345130,0,0,0,99.71,16,C,Rural,30600,1
63188,0,25196,77130,0,0,0,99.71,7,A,Rural,1200,1
2746,0.039,11685,159460,0,0,0,99.88,9,B,Rural,13800,1
75511,0.447,23009,177310,0,0,0,98.41,16,A,Urban,7500,1
107534,0.178,21907,120090,0,0,0,98.23,13,C,Urban,11700,1
32706,0.376,21907,124560,0,0,0,98.73,12,A,Urban,5400,1
94397,0.004,29213,112770,0,0,0,99.51,14,A,Urban,5400,1
24856,0.646,13148,91420,2,0,0,99.77,4,B,Rural,9600,1
31092,0.101,21175,150230,0,0,0,98.75,18,D,Rural,5400,1
19104,0.374,17166,114730,1,0,0,99.56,7,E,Rural,1200,1
10994,0.072,15335,270050,0,0,0,99.07,10,B,Urban,13800,1
23565,0.013,16440,180060,0,0,0,99.59,12,B,Urban,3300,1
34835,0.526,16432,261900,0,0,0,99.07,10,D,Urban,1200,1
105319,0.002,20448,101360,0,0,0,99.03,14,A,Urban,5400,1
90685,0.097,23008,390060,0,0,0,99.49,15,A,Rural,41100,1
28033,0.085,23369,223740,0,0,0,99.34,13,A,Urban,20100,1
11520,0,18993,112630,0,0,0,98.48,16,C,Urban,7500,1
41438,1,15705,40690,0,1,0,,2,A,Rural,5700,1
63463,0.912,17169,58300,0,0,0,98.95,11,A,Rural,3300,1
81675,1,24830,270090,0,0,0,99.74,6,A,Urban,18000,1
96028,1,21914,136890,0,0,0,98.79,4,B,Urban,9600,1
58964,0.658,22641,360080,0,0,0,98.95,15,A,Urban,20100,1
32668,1,10960,54120,0,0,0,99.86,4,A,Urban,3300,1
59305,0.65,14974,570030,0,0,0,99.12,11,A,Rural,28500,1
34345,0.705,12425,174130,0,0,0,98.87,10,A,Urban,7500,1
47429,0.006,18630,296970,0,0,0,99.53,8,C,Urban,13800,1
70193,0.072,24100,38450,0,0,0,99.75,4,A,Urban,1200,1
97859,0,18629,142640,0,0,0,99.77,6,A,Urban,7500,1
84291,0.053,18621,500090,0,0,0,99.38,22,D,Rural,26400,1
113718,1,21175,165050,0,3,0,99.7,5,D,Urban,11700,0
56222,0.051,28116,255100,1,1,0,99.35,20,A,Rural,22200,1
111732,0.344,15335,191090,0,0,0,99.46,6,D,Urban,7500,1
113457,0.494,8765,90040,0,0,0,99.89,4,A,Rural,1200,1
92989,0.055,22645,486740,0,0,0,99.79,16,A,Urban,36900,1
108379,0,17895,231310,2,0,0,98.41,13,D,Urban,13800,0
97011,0.078,14240,95070,0,0,0,99.02,8,A,Urban,5400,1
31892,0.043,17894,360040,0,0,0,99.62,7,C,Urban,26400,1
56056,0.012,27381,150080,0,0,0,99.89,9,A,Urban,7500,1
1452,0.102,9132,120130,1,0,0,99.89,5,A,Urban,9600,1
85823,0.006,9861,87240,1,0,0,99.81,11,A,Rural,3300,1
46436,0.289,22637,308830,0,0,0,99.4,12,A,Rural,18000,1
29834,0.978,16067,192180,3,0,0,98.82,26,D,Urban,13800,0
28613,0.008,17532,375080,1,0,0,99.29,12,A,Urban,36900,1
35105,0.312,13880,113810,0,0,0,98.69,7,D,Urban,5400,1
14995,0.035,25558,204150,0,0,0,99.4,12,B,Urban,9600,1
83742,0.055,20455,174690,0,0,0,99.23,8,B,Urban,9600,1
13253,0.498,14970,160110,0,0,0,99.05,13,C,Rural,11700,1
99162,1,14973,30150,0,0,0,96.57,12,D,Urban,1200,1
51344,0.008,21548,180030,0,0,0,99.42,5,A,Urban,9600,1
26837,0.168,26291,112620,1,0,0,99.02,8,A,Rural,7500,1
68160,0.08,25565,76970,0,0,0,99.84,7,A,Rural,3300,1
92917,0.043,25558,195110,0,0,0,99.7,12,A,Urban,13800,1
83064,1,10228,125080,0,0,2,98.93,6,A,Urban,11700,0
85600,0,13514,214650,0,0,0,99.04,5,C,Urban,1200,1
38901,0.076,27748,162560,0,0,0,99.29,13,A,Urban,5700,1
5097,0.336,13149,163440,0,0,0,99.35,7,D,Urban,7500,1
107162,0.257,25560,304530,0,0,0,98.04,22,A,Urban,1200,0
100775,0.004,21549,141060,1,0,0,99.89,23,A,Rural,1200,1
6095,0.048,14973,668050,0,0,0,98.51,23,C,Rural,45300,1
105877,0.133,18987,254650,0,0,0,99.62,10,A,Urban,20100,1
20741,0.072,12419,62600,0,0,0,99.84,4,A,Rural,1200,1
67192,0,26650,60120,0,0,0,99.17,6,B,Urban,3300,1
65194,0.145,25565,287660,1,0,0,98.91,15,A,Urban,15900,1
61603,0,12786,153120,0,0,0,99.88,6,A,Urban,5400,1
13616,0.139,28479,201820,0,0,0,98.69,8,A,Urban,11700,1
30444,0,21541,85380,0,0,0,98.73,8,C,Urban,5400,1
61976,0.085,20810,177620,0,0,0,99.4,12,B,Urban,9600,1
11425,0.086,13519,601460,0,0,0,99.66,6,A,Urban,5400,1
110108,0.007,17163,300030,0,0,0,99.5,17,D,Rural,3300,1
108425,0.041,23734,565650,0,0,0,99.86,8,B,Urban,32700,1
69944,0.348,15707,150120,0,0,0,99.17,13,B,Urban,15900,1
33835,0.005,22640,360090,0,0,0,99.71,12,A,Rural,30600,1
42806,0.094,21180,264140,2,0,0,99.26,18,A,Urban,13800,1
13090,0.292,10229,81000,0,0,0,99.52,7,A,Rural,3300,1
25497,0.454,25556,60110,1,0,0,98.58,10,A,Rural,5700,1
107199,0.011,10965,106310,0,0,0,99.68,10,A,Urban,5400,1
90059,0.138,19355,562650,0,0,0,99.56,10,B,Rural,41100,1
19561,0.878,18629,123240,0,0,0,99.35,7,A,Urban,9600,1
19525,0.855,12780,108120,0,1,0,99.86,8,A,Urban,7500,1
60891,0.092,9499,137570,0,0,0,99.81,5,A,Urban,9600,1
63298,0.129,15344,110110,0,0,0,99.62,6,C,Urban,5400,1
108069,0.149,14976,194410,1,0,0,96.73,27,A,Urban,3300,1
80662,0.05,8769,105050,0,0,0,99.86,10,A,Rural,9600,1
47364,0.227,13518,187590,0,0,0,99.24,12,C,Urban,9600,1
42566,0.289,14250,315060,0,0,0,99.79,6,A,Urban,32700,1
79775,0,23375,150690,0,0,0,99.02,14,A,Urban,13800,1
15352,0.002,20445,144130,0,0,0,98.37,9,A,Urban,11700,1
24123,0.007,10226,174120,0,0,0,98.7,5,A,Rural,11700,1
103859,0.012,30671,65040,0,0,0,97.64,6,A,Urban,5400,1
30182,0.028,15702,250130,0,0,0,99.4,11,C,Rural,11700,1
29656,1,10227,67630,0,0,1,99.51,3,A,Urban,7500,1
6824,0.012,18995,79520,0,0,0,99.87,19,A,Urban,5400,1
24692,1,18263,219570,3,0,0,98.35,10,C,Rural,11700,1
84910,0.281,11695,187420,0,0,0,99.45,7,B,Urban,18000,1
9550,0.165,22639,375140,0,0,0,99.26,10,B,Urban,26400,1
8359,0.812,16438,186130,2,0,0,98.67,12,B,Urban,13800,1
9619,0.243,19719,45050,0,0,0,99.03,8,C,Urban,1200,1
28465,0.131,20816,350010,0,0,0,99.27,11,B,Urban,11700,1
43767,0.211,21910,137550,0,0,0,99.82,6,A,Urban,13800,1
109054,0.01,33593,71460,0,0,0,99.89,5,A,Rural,7500,1
86142,0.023,27021,75050,0,0,0,98.94,6,A,Urban,3300,1
106393,0.521,13512,204100,0,0,0,99.54,11,A,Urban,1200,1
94320,0.06,23002,113220,0,0,0,98.67,13,A,Urban,11700,1
37951,0.005,25920,187620,0,0,0,99.64,8,A,Urban,13800,1
8048,0.041,25923,210730,0,0,0,99.23,17,C,Urban,1200,0
34027,0.41,24099,134830,0,0,0,98.71,14,A,Rural,7500,1
25269,0.05,22644,211610,0,0,0,99.55,18,A,Urban,11700,1
21875,0,22278,162550,0,0,0,,23,A,Rural,7500,1
1171,0.512,16074,132030,1,0,0,98.95,16,B,Urban,7500,1
7657,0.335,23732,332130,1,0,0,99.33,9,A,Urban,15900,1
18390,0.987,14243,180150,2,0,0,99.59,7,A,Urban,9600,1
23643,0.012,24102,153110,0,0,0,99.87,30,A,Urban,5400,1
94201,0.061,16440,165110,0,0,0,99.47,9,D,Rural,9600,1
35093,0.011,28120,120090,0,0,0,99.04,17,A,Rural,9600,1
63258,0.269,18992,211980,0,0,0,98.99,12,A,Urban,3300,1
33202,0.247,21549,850010,0,0,0,99.68,16,D,Urban,57900,1
49956,0,24096,315130,0,0,0,,10,A,Urban,24300,1
59384,0.111,11692,101370,0,0,0,98.5,11,A,Rural,1200,1
20656,0.167,16075,291500,0,0,0,99.05,18,B,Urban,22200,1
24553,0.148,23009,156110,1,0,0,99.72,20,A,Urban,18000,1
99193,0.48,14613,144910,0,0,1,98.75,8,C,Rural,9600,1
75837,0.003,20810,145120,1,0,0,98,17,A,Rural,5400,1
69170,0.061,16074,150120,0,0,0,99.63,9,C,Rural,13800,1
28611,0.076,13513,91530,0,0,0,99.3,9,A,Urban,5700,1
48231,0.093,20089,315140,0,0,0,99.89,14,A,Rural,3300,1
48092,0.121,19350,208120,0,0,0,98.91,9,D,Urban,9600,1
57750,0.156,19352,79260,0,0,0,97.7,16,B,Rural,7500,1
10293,0.375,18990,271050,1,0,0,98.69,18,B,Urban,13800,1
88141,0.069,23004,176790,0,0,0,99.26,8,A,Urban,11700,1
107490,1,8773,43640,1,0,0,99.24,3,A,Urban,5400,0
5117,0.058,20445,348550,0,0,0,99.46,8,B,Urban,3300,1
105451,0.812,21906,127610,1,0,0,98.66,10,A,Urban,5400,1
77143,0.127,17529,213880,0,0,0,99.23,7,A,Rural,7500,1
113646,0.216,23370,360140,0,0,0,98.93,14,A,Urban,20100,1
30035,0.445,17532,42680,0,1,0,99.23,5,A,Urban,3300,1
65451,0.025,17891,108070,1,0,0,98.47,17,B,Rural,5400,1
63755,0.574,16070,198150,0,0,0,99.16,8,C,Urban,11700,1
50274,0.948,16804,240580,0,0,0,98.87,10,A,Urban,11700,1
62089,0.047,23371,150210,0,0,0,99.43,13,A,Urban,7500,1
2404,0.136,22270,51410,0,0,0,97.86,12,A,Urban,1200,1
46852,0.465,18990,204950,0,0,0,98.8,15,B,Rural,1200,1
9315,0.529,14244,170100,0,0,0,97.99,15,B,Urban,9600,1
32426,0.163,20080,75050,0,0,0,94.54,12,C,Rural,3300,0
42426,0.089,25191,160640,0,0,0,97.24,16,A,Rural,11700,1
52293,0.3,21181,403990,0,0,0,99.2,13,D,Urban,32700,1
42123,0.2,26291,557590,0,0,0,99.4,13,A,Urban,18000,1
14892,0,14605,57140,0,0,0,99.46,4,A,Urban,3300,1
94072,0.076,17525,129620,0,0,0,99.36,5,A,Rural,7500,1
26058,0.864,17534,81970,0,0,0,98.49,14,A,Urban,3300,0
75853,0.435,16073,287580,0,0,0,99.18,10,A,Rural,11700,1
4946,0.126,22272,69140,0,0,0,97.93,16,A,Urban,7500,1
18011,1,23002,103560,1,0,0,99.58,6,A,Urban,5400,1
30200,0.002,31405,32380,2,0,0,99.55,10,A,Urban,1200,1
106802,0.946,12780,75040,0,0,0,96.79,19,A,Rural,5400,1
113239,0.592,20810,275040,0,0,0,98.79,7,A,Urban,13800,1
3455,0.056,12783,156380,0,0,0,99.71,15,C,Rural,7500,1
13316,0,12786,142720,0,0,0,98.49,9,C,Rural,3300,1
27094,0.455,14974,144080,0,0,0,99.38,5,B,Rural,5400,1
51929,0.011,28117,266490,0,0,0,99.29,8,A,Urban,26400,1
113477,0.309,21906,194610,0,0,0,99.63,11,B,Urban,3300,1
30506,0.012,23370,300030,0,0,0,99.31,8,A,Urban,11700,1
57763,0.511,13513,138900,0,0,0,98.49,14,C,Urban,9600,1
14963,1,14241,165110,0,1,0,99.73,5,B,Rural,7500,1
38170,0.974,18259,270590,1,8,0,99.11,7,E,Rural,11700,1
63874,0.036,10590,199040,0,0,0,99.76,8,C,Urban,11700,1
561,0,18257,252400,0,0,0,96.26,14,A,Urban,13800,1
4102,0.525,12781,315140,0,0,0,98.66,16,B,Rural,3300,1
73319,0.891,24826,75540,0,0,0,95.49,17,A,Urban,5700,1
64458,0.535,23003,492580,0,0,0,99.36,13,A,Urban,24300,1
30653,0.839,22275,198300,2,0,1,98.29,12,B,Urban,18000,0
23628,0.704,14606,49570,0,0,0,99.82,5,A,Urban,3300,1
40202,0.104,25920,100020,0,0,0,99.81,16,A,Urban,5400,1
15926,0.05,21914,144450,0,0,0,99.27,10,B,Rural,11700,1
108338,0.259,16434,500010,3,0,0,99.13,15,C,Urban,15900,1
24697,0.596,12059,116880,0,0,0,99.63,5,A,Rural,5400,1
78260,0.852,24831,438070,0,0,0,99.58,10,A,Urban,26400,1
93043,0.006,25200,147950,0,0,0,99.41,7,A,Rural,7500,1
3038,0.504,12052,265540,0,0,0,98.78,12,C,Rural,22200,1
88548,0.818,11686,48070,0,0,0,95.86,12,B,Urban,5700,1
25230,1,10596,102040,1,0,1,99.68,3,B,Urban,7500,1
49,0,17166,291100,0,0,0,99.28,10,A,Rural,24300,1
97262,0.053,16070,80570,0,0,0,98.48,14,C,Rural,5400,1
18675,0.672,20085,800640,0,0,0,99.46,15,D,Urban,53700,1
68950,0.241,15703,330130,0,0,0,99.31,9,A,Urban,3300,1
109692,0.019,21548,252130,0,0,0,98.94,9,C,Rural,15900,1
13916,0,8044,24660,0,0,0,,3,A,Urban,5700,1
60952,0.374,24461,315150,0,0,0,99.59,16,A,Urban,20100,1
57008,0.183,17897,118790,0,0,0,97.95,22,B,Urban,9600,1
25098,0.283,23002,190110,0,0,0,98.99,13,A,Rural,1200,1
33325,0.167,23732,270120,0,0,0,99.15,8,A,Urban,3300,1
55331,0.012,9140,25360,0,0,0,,3,A,Rural,3300,1
96440,0.089,20451,131870,0,0,0,99.17,15,A,Rural,5400,1
62326,0.553,10955,249110,0,0,0,99.16,11,B,Urban,11700,1
84397,0.71,14978,135040,0,0,0,98.8,11,C,Rural,3300,1
29727,0.511,12785,1020150,3,0,0,99.77,10,A,Urban,60000,0
37776,0.048,27018,96080,0,0,0,99.89,4,B,Urban,5400,1
89738,0.396,15342,225150,0,0,0,98.66,11,A,Urban,11700,1
59692,0.057,17527,360110,1,2,0,99.53,10,A,Rural,18000,0
99562,0.08,20087,247630,0,0,0,99.56,12,B,Urban,15900,1
91842,0.428,16072,385030,0,0,0,99.08,10,C,Urban,24300,1
22641,0.056,22637,192540,0,0,0,99.87,8,A,Rural,3300,1
65861,0.06,28477,105030,0,0,0,99.07,5,A,Urban,5400,1
73028,0.447,22276,381080,0,0,0,99.31,11,C,Rural,18000,1
78745,0.072,17170,133940,0,0,0,99.18,11,E,Urban,3300,1
85108,0.559,14610,165120,0,0,0,99.26,12,D,Rural,7500,1
14282,0.019,26658,168330,0,0,0,99.89,8,A,Urban,11700,1
81814,0.343,16801,120120,0,0,0,99.25,11,B,Urban,13800,1
30312,0.174,15710,216150,0,0,0,98.68,9,C,Rural,3300,1
26351,0.243,17899,180090,0,0,0,99.28,23,A,Rural,5400,1
112732,0,32865,150150,0,0,0,99.67,10,B,Urban,7500,1
4599,0.52,19716,120130,0,0,0,99.66,10,A,Urban,1200,1
16095,0.977,22274,222630,2,0,0,99.24,6,A,Urban,1200,1
23072,0.035,16801,337540,0,0,0,99.62,11,B,Rural,20100,1
17755,0.048,23003,270110,0,0,0,99,8,A,Urban,1200,1
109037,0.761,17890,246140,0,0,0,98.66,10,C,Urban,13800,1
14258,0.07,30675,75040,0,0,0,99.86,3,A,Rural,5400,1
16653,0.14,23735,192130,1,0,0,99.3,8,A,Rural,18000,1
25385,0.592,12783,112540,0,0,0,98.59,9,D,Urban,5400,1
83681,0.855,8403,24640,1,0,1,99.56,6,A,Rural,3300,1
85378,1,14242,63840,0,0,1,99.53,3,D,Rural,1200,0
111605,0.014,18630,105150,0,0,0,99.88,8,B,Urban,1200,1
81484,0.04,25556,150070,0,0,0,99.89,5,A,Urban,7500,1
86796,0.037,17168,184330,0,0,0,99.25,27,B,Rural,7500,1
51844,0.25,20811,342580,0,0,0,98.81,15,A,Urban,22200,1
22210,1,12050,83430,1,2,0,99.52,5,B,Rural,3300,1
40547,1,15701,91260,0,0,0,99.54,3,E,Urban,7500,1
43227,0.998,20083,474110,0,0,0,98.47,12,A,Rural,11700,0
67662,0.9,22272,144030,0,1,0,99.78,6,A,Rural,1200,1
96856,0.221,12421,135100,0,0,0,99.16,14,A,Rural,1200,0
101276,0.063,29578,174090,0,0,0,99.88,5,A,Urban,5400,1
7893,0.655,16805,186300,1,1,0,99.89,4,C,Urban,7500,0
24159,0.872,18261,246000,0,2,0,99.74,5,B,Rural,11700,1
18652,0,20817,154130,0,0,0,98.49,15,A,Rural,11700,1
83178,0,29578,141130,0,0,0,99.76,15,A,Rural,7500,1
104739,0.204,21912,214300,0,0,0,98.97,21,C,Urban,11700,1
60444,0.643,17897,462080,0,0,0,98.71,10,C,Rural,20100,1
76108,0.458,19719,246130,0,0,0,98.49,24,C,Urban,20100,1
15623,0.022,27753,47150,0,0,0,99.53,12,A,Rural,5700,1
27147,0.04,26655,139120,0,0,0,99.48,9,A,Urban,11700,1
79534,0.224,15336,150040,0,0,0,98.95,8,B,Urban,7500,1
21889,0.014,23732,90120,0,0,0,99.88,10,A,Urban,5400,1
33447,0.568,20450,175030,0,0,0,99.14,11,A,Urban,13800,1
11199,0.297,15709,39060,5,3,0,98.84,9,B,Urban,1200,1
59849,0.13,17525,193620,0,0,0,99.88,9,A,Rural,5400,1
5916,0.39,21548,201110,3,0,0,99.77,9,D,Urban,9600,1
44279,0.249,13884,265060,0,0,0,99.59,11,A,Urban,15900,1
65509,0.865,21546,67620,0,0,0,96.31,14,A,Rural,7500,1
55034,0.237,17896,225080,0,0,0,99.24,9,B,Rural,11700,1
51836,0.15,10597,142080,0,0,0,99.73,9,D,Urban,7500,1
74691,0.951,19351,174200,0,1,0,99.14,9,D,Rural,9600,1
51764,0.786,14974,416460,0,0,0,99.12,6,B,Rural,30600,1
95801,0.679,15701,33350,0,0,0,99.15,8,A,Urban,3300,1
52751,0.475,18255,135060,1,0,1,96.41,18,A,Urban,15900,1
16619,0.007,21184,69150,0,0,0,99.73,10,A,Urban,3300,1
26430,0,17535,150130,0,0,0,99.09,12,D,Urban,5400,1
1620,0.033,28847,120110,1,0,0,99.16,12,A,Urban,7500,1
99178,0,21915,299010,0,0,0,99.01,5,A,Rural,34800,1
113350,0.001,14240,271320,1,0,0,99.05,11,B,Urban,13800,1
89013,0.081,17166,96560,0,0,0,98.6,8,B,Urban,5400,1
12049,1,10964,38520,0,1,0,99.3,3,B,Rural,3300,1
27535,1,19360,153100,1,0,0,99.49,7,A,Urban,7500,1
85127,1,18255,144060,1,0,1,98.73,5,A,Urban,1200,1
66812,0.075,14249,243920,0,0,0,99.67,6,B,Urban,15900,1
43333,0.622,13884,375500,0,0,1,99.79,6,C,Rural,24300,1
40294,0.612,12422,120030,0,0,0,97.78,9,A,Rural,7500,1
35099,0.068,17167,180150,1,0,0,98.9,10,D,Urban,1200,1
63674,0.107,11320,203790,0,0,0,99.27,11,B,Rural,11700,1
90295,0.052,29570,62010,0,0,0,99.66,6,A,Rural,1200,1
68192,0.011,21907,412000,0,0,0,99.35,20,B,Rural,13800,1
89806,0.188,21181,94670,0,0,1,98.82,7,A,Urban,7500,1
10753,0.099,15700,237560,0,0,0,98.61,11,C,Rural,13800,1
52131,1,23005,105040,0,0,0,99.14,6,A,Rural,5400,1
30168,0.441,8042,28010,0,0,0,99.71,6,A,Rural,1200,1
87928,0.059,21906,117980,0,0,0,98.65,21,A,Urban,13800,1
61345,0.309,12785,95640,2,0,0,98.62,12,C,Urban,5400,0
57502,0.251,16068,211050,0,0,1,99.51,7,B,Urban,9600,0
51737,0.314,23008,274600,0,0,0,99.18,13,A,Rural,11700,1
23305,0.302,9134,24720,0,0,0,98.14,7,A,Rural,1200,1
80108,0,23371,330150,0,0,0,98.32,14,C,Rural,13800,1
113203,0.231,23738,154890,0,0,0,99.18,7,A,Urban,13800,1
68885,0.527,24097,42110,0,0,0,97.5,8,A,Urban,3300,1
92324,0.032,23004,135090,0,0,0,99.49,16,B,Rural,1200,1
60749,0.977,17535,51060,1,3,0,99.37,4,A,Rural,3300,0
111725,0.011,34324,315110,0,0,0,,16,A,Urban,22200,1
3098,0.017,22636,249860,0,0,0,98.05,12,C,Rural,5400,1
18321,0.069,16433,210110,0,0,0,99.88,8,C,Rural,18000,1
43147,0.457,16073,60140,1,0,0,97.96,11,A,Urban,1200,1
24712,0.568,20086,320020,0,0,0,99.12,9,B,Urban,26400,1
66947,0.039,29213,120060,0,0,0,99.86,5,A,Urban,3300,1
9758,0.071,23008,48390,0,0,0,97.76,13,A,Urban,1200,1
113064,0.012,23010,138140,0,0,0,98.85,10,A,Urban,7500,1
93412,0,26658,207590,1,0,0,99.86,10,A,Urban,5400,1
41369,0.251,16073,321710,0,0,0,99.13,7,D,Urban,28500,1
18083,0.537,15709,330060,0,0,0,98.93,17,B,Urban,18000,1
18514,0,22273,214120,0,0,0,99.49,8,A,Urban,20100,1
21203,0.303,9495,121070,0,0,0,99.88,4,A,Urban,3300,1
7143,0.138,28110,79570,0,0,0,99.42,8,A,Rural,5400,1
21280,0.465,15344,94350,0,0,0,99.86,6,D,Urban,5400,1
93233,0.023,17529,1875040,1,0,1,99.71,17,D,Rural,60000,1
67855,0.057,22642,1022410,0,0,0,99.81,8,A,Urban,57900,1
111648,1,21178,165100,0,0,0,98.86,8,B,Urban,13800,0
107475,0.197,14242,257690,0,0,0,99.14,15,C,Rural,15900,1
13399,0.844,21908,114120,0,0,0,98.5,11,B,Urban,7500,1
55510,0,9495,162950,0,0,0,99.7,9,A,Rural,13800,1
55079,0.178,24832,42140,0,0,0,96.77,10,A,Rural,1200,1
79353,0.015,12787,214010,0,0,0,99.8,10,A,Urban,11700,1
73664,0.022,27017,88640,0,1,0,98.18,11,A,Rural,11700,0
97853,1,13881,162190,0,0,0,99.88,4,A,Urban,5400,0
20808,0.276,17162,120070,0,0,0,99.46,5,C,Rural,3300,1
39810,0.105,22641,382400,0,0,0,99.26,7,C,Rural,39000,1
31421,0.015,31766,180030,1,1,0,99.77,23,B,Rural,11700,1
29065,0.026,20445,99040,0,0,0,99.33,6,A,Rural,3300,1
71757,0.171,16798,325120,0,0,0,99.23,10,A,Urban,26400,1
107754,0.02,29210,76710,0,0,0,99.86,26,A,Rural,3300,1
53498,0.934,17528,100020,1,0,0,98.76,14,A,Urban,5400,0
12388,0.326,17160,300150,0,0,0,99,17,A,Rural,20100,1
69817,1,17899,63060,1,0,1,99.14,6,A,Urban,5700,1
28670,0.091,25200,237590,0,0,0,99.34,10,B,Rural,13800,1
84756,0.355,17161,245030,0,0,0,99.34,15,B,Rural,11700,1
76467,0.001,19357,162630,0,0,0,,8,A,Rural,7500,1
26314,0.014,23735,625080,0,0,0,99.65,11,B,Urban,30600,1
72002,0.688,20819,182980,0,0,0,99.5,14,A,Urban,9600,1
87159,0.305,18620,260310,0,0,0,98.98,14,E,Rural,18000,1
17489,0.137,20446,193770,0,0,0,99.14,16,C,Rural,9600,1
60775,0.443,23004,99280,1,0,0,99.02,13,A,Urban,9600,1
41325,0.076,14610,66050,0,0,0,97.7,15,C,Rural,3300,1
31957,0.297,23009,88760,0,0,1,98.12,12,A,Rural,7500,1
30486,0.097,23005,268560,0,0,0,99.84,11,A,Rural,11700,1
89968,0.005,27754,221950,0,0,0,99.5,13,B,Urban,3300,1
71358,0.685,20446,104760,1,1,1,98.59,10,A,Urban,3300,1
35130,0.737,20083,502320,5,0,0,99.44,15,C,Urban,28500,1
79212,0.292,16795,144140,0,0,0,99.05,9,A,Rural,5400,1
33677,0.036,16435,153060,0,0,0,98.58,13,D,Urban,11700,1
50929,0.422,20816,283280,0,0,0,99.53,15,A,Urban,13800,1
66632,0.891,13881,90110,0,0,0,99.79,5,B,Urban,5700,1
61930,0.157,19717,315040,2,0,0,99.69,14,D,Urban,20100,1
16808,0.059,23735,310030,0,0,0,99.37,16,A,Urban,26400,1
110170,0.859,18988,90030,0,0,0,99.53,4,A,Rural,5400,1
86037,0.274,24103,153100,0,0,1,99.77,5,A,Rural,15900,1
107235,0.014,14978,172580,0,0,0,98.85,14,C,Urban,5400,1
2242,0.284,21540,396140,0,0,0,98.86,14,B,Urban,9600,1
82662,0.174,11328,262530,0,0,0,98.94,18,C,Rural,3300,1
20882,0.173,23733,87540,0,0,0,98.43,21,A,Rural,7500,1
93120,1,12418,96040,,,,99.87,2,A,Urban,5400,1
15347,0.295,17899,453700,0,0,0,99.07,13,C,Urban,43200,1
28879,0.105,23367,273150,0,0,0,99.23,13,A,Urban,24300,1
11047,0.481,21540,228830,0,0,0,99.54,6,A,Urban,11700,1
37879,0.773,23007,162580,3,0,0,98.01,20,A,Urban,11700,1
3822,0.03,14244,96050,0,0,0,99.89,3,C,Urban,5400,1
31930,0.16,20810,207520,0,0,0,99.02,10,A,Urban,5700,1
50953,0.03,24832,202550,0,0,0,99.56,22,D,Urban,13800,1
45374,0.903,9868,115440,0,0,0,99.54,9,A,Rural,5400,1
111832,0.098,18255,102130,0,0,0,99.46,10,A,Rural,5700,1
11208,0.876,20448,420040,0,0,1,99.73,8,B,Rural,9600,1
17499,0.425,18995,117920,0,0,0,98.8,7,C,Urban,9600,1
25027,0.098,18255,325210,0,0,0,99.38,13,A,Urban,20100,1
26364,0.001,21906,532610,0,0,0,99.57,7,C,Urban,32700,1
62270,0.012,17531,331540,0,0,0,98.65,21,D,Urban,11700,1
